author,link,category,date of publication,number of tokens,number of words without punctuation,number of types,number of links inside the news,number of words in upper case,number of verbs,number of subjuntive and imperative verbs,number of nouns,number of adjectives,number of adverbs,number of modal verbs,number of singular first and second personal pronouns,number of plural first personal pronouns,number of pronouns,pausality,number of chracteres,average sentence length,average word length,percentage of news with speeling errors,emotiveness,diversity
None,https://www.diariodobrasil.org/garoto-de-10-anos-tem-morte-cerebral-retoma-a-vida-e-diz-a-terra-sera-invadida-por-demonios/,religiao,18/01/2018,570,489,284,3,1,98,6,124,23,28,14,0,0,54,1.76087,2271,10.6304,4.64417,0.00204499,0.22973,0.580777
None,https://www.diariodobrasil.org/lula-perde-o-juizo-e-diz-que-presidente-do-trf-4-faz-parte-de-uma-linhagem-de-assassinos/,politica,18/01/2018,124,101,73,0,5,19,1,32,3,1,4,0,0,5,1.53333,481,6.73333,4.76238,0.0,0.0784314,0.722772
None,https://www.diariodobrasil.org/ministro-do-stf-diz-que-pt-tem-bilhoes-em-caixa-para-disputar-eleicoes-pelos-proximos-20-anos/,politica,18/01/2018,99,82,62,0,5,14,2,24,3,2,1,0,0,8,3.4,390,16.4,4.7561,0.0121951,0.131579,0.756098
None,https://www.diariodobrasil.org/cansado-de-ser-assaltado-comerciante-do-parana-se-arma-com-espingarda-calibre-12-os-bandidos-sumiram/,sociedade_cotidiano,18/01/2018,113,91,71,0,2,20,1,23,2,11,2,0,0,7,1.83333,447,7.58333,4.91209,0.0,0.302326,0.78022
None,https://www.diariodobrasil.org/padre-fabio-desmente-noticia-falsa-nao-largarei-a-igreja-arrumaram-ate-um-casamento-pra-mim/,tv_celebridades,18/01/2018,191,155,106,0,0,30,0,42,8,10,5,5,0,17,3.0,734,12.9167,4.73548,0.0258065,0.25,0.683871
None,https://www.diariodobrasil.org/deputado-do-pt-convida-juiz-para-participar-do-lula-2018-e-toma-chulapada-historica/,politica,15/01/2018,85,66,51,0,2,11,1,23,3,1,0,0,0,2,2.375,322,8.25,4.87879,0.0151515,0.117647,0.772727
None,https://www.diariodobrasil.org/encontro-das-forcas-do-mal-temer-e-valdemiro-santiago-se-encontram-em-brasilia/,politica,16/01/2018,135,118,82,0,0,19,1,35,2,6,2,0,0,7,2.125,574,14.75,4.86441,0.0,0.148148,0.694915
None,https://www.diariodobrasil.org/depois-que-lula-for-preso-vai-aparecer-muito-lixo-negocios-obscuros-com-portugal-angola-e-cuba/,tv_celebridades,16/01/2018,167,142,100,0,0,21,2,42,5,8,5,0,0,7,3.57143,652,20.2857,4.59155,0.0,0.206349,0.704225
None,https://www.diariodobrasil.org/senadora-re-na-lava-jato-xinga-juiz-federal-seu-covarde-nos-vamos-invadir-esse-pais/,politica,17/01/2018,144,123,86,0,1,25,0,35,7,4,2,0,2,9,2.33333,560,13.6667,4.55285,0.0,0.183333,0.699187
None,https://www.diariodobrasil.org/evandro-mesquita-protesta-e-chama-senadores-de-vermes-querem-calar-sergio-moro/,tv_celebridades,16/01/2018,232,202,128,0,2,38,1,62,10,3,2,0,1,14,2.72727,1056,18.3636,5.22772,0.00990099,0.13,0.633663
None,https://www.diariodobrasil.org/ciro-gomes-elogia-temer-conspirador-safado-vaidoso-e-filho-da/,politica,16/01/2018,96,71,54,0,1,12,2,21,7,1,1,0,0,4,2.08333,324,5.91667,4.56338,0.0,0.242424,0.760563
None,https://www.diariodobrasil.org/apavorado-lindbergh-grava-video-apos-declaracao-de-general-do-exercito/,politica,17/01/2018,132,110,76,0,2,22,1,35,9,4,2,1,0,6,1.375,562,6.875,5.10909,0.0,0.22807,0.690909
None,https://www.diariodobrasil.org/modelo-transgenero-diz-que-nao-revela-seu-passado-para-os-homens-nao-acho-relevante/,ciencia_tecnologia,15/01/2018,299,257,159,1,2,57,1,50,15,24,6,9,0,39,4.2,1137,25.7,4.42412,0.0,0.364486,0.618677
None,https://www.diariodobrasil.org/primeiro-ministro-japao-diz-que-coreia-norte-pode-devastar-o-mundo-com-ogivas-quimicas/,sociedade_cotidiano,15/01/2018,176,158,99,1,2,28,2,44,17,6,7,0,0,4,1.5,784,13.1667,4.96203,0.0126582,0.319444,0.626582
None,https://www.diariodobrasil.org/senadora-gleisi-ameaca-o-pais-com-anarquia-generalizada/,politica,15/01/2018,204,169,119,0,2,33,0,46,3,14,3,0,1,17,1.34615,822,6.5,4.86391,0.0,0.21519,0.704142
None,https://www.diariodobrasil.org/padre-fabio-abandona-o-facebook-me-deixava-violento-e-intolerante/,tv_celebridades,15/01/2018,151,130,101,0,0,26,0,36,9,4,3,2,0,9,2.1,686,13.0,5.27692,0.0,0.209677,0.776923
None,https://www.diariodobrasil.org/suposto-ex-agente-americano-diz-que-michael-jackson-foi-assassinado-isso-foi-alem-de-questoes-politicas/,tv_celebridades,15/01/2018,527,452,272,1,2,104,4,105,23,28,20,14,0,61,2.41935,2152,14.5806,4.76106,0.00221239,0.244019,0.60177
None,https://www.diariodobrasil.org/o-tripreki-nao-e-dele-mas-foi-declarado-no-imposto-de-renda-dele-durante-6-anos/,politica,15/01/2018,315,272,174,2,4,27,2,83,13,8,2,0,0,13,2.86667,1295,18.1333,4.76103,0.0,0.190909,0.639706
None,https://www.diariodobrasil.org/clodovil-foi-assassinado-porque-queria-diminuir-o-numero-de-deputados-diz-ronaldo-esper/,tv_celebridades,13/01/2018,79,68,60,1,3,12,0,19,3,2,2,0,0,6,2.2,340,13.6,5.0,0.0,0.16129,0.882353
None,https://www.diariodobrasil.org/estudo-cientifico-encontra-evidencias-de-vida-pos-morte/,ciencia_tecnologia,15/01/2018,544,478,284,0,5,100,3,126,21,30,21,1,0,43,1.53488,2477,11.1163,5.18201,0.00627615,0.225664,0.594142
None,https://www.diariodobrasil.org/hospede-cumprimenta-lula-dentro-de-hotel-e-ai-ladrao/,tv_celebridades,14/01/2018,201,159,121,2,1,35,6,38,5,11,4,0,1,11,2.8,743,10.6,4.67296,0.00628931,0.219178,0.761006
None,https://www.diariodobrasil.org/norte-coreanos-praticam-canibalismo-para-sobreviver-diz-documentario-espanhol/,sociedade_cotidiano,14/01/2018,250,224,159,0,1,41,4,59,12,8,9,0,0,13,1.52941,1095,13.1765,4.88839,0.00446429,0.2,0.709821
None,https://www.diariodobrasil.org/carta-aberta-para-carmem-lucia-viraliza-porque-v-ex-a-nao-visita-hospitais-publicos-onde-pacientes-estao-morrendo/,tv_celebridades,12/01/2018,142,125,96,0,2,24,1,39,5,8,3,0,0,5,1.54545,643,11.3636,5.144,0.016,0.206349,0.768
None,https://www.diariodobrasil.org/gilmar-mendes-e-hostilizado-na-europa-a-gente-pede-pra-deus-te-levar-para-o-inferno/,politica,14/01/2018,162,132,95,0,0,29,2,36,3,14,5,0,0,9,1.875,580,8.25,4.39394,0.0,0.261538,0.719697
None,https://www.diariodobrasil.org/bolsonaro-sobre-a-folha-de-sp-jornal-canalha-fazem-um-trabalho-porco/,tv_celebridades,11/01/2018,192,158,111,1,4,25,2,49,12,5,3,0,0,12,1.78947,747,8.31579,4.72785,0.0126582,0.22973,0.702532
None,https://www.diariodobrasil.org/coreia-norte-diz-que-esta-pronta-para-o-maior-teste-nuclear-de-toda-historia/,sociedade_cotidiano,11/01/2018,262,245,143,0,5,37,1,67,22,8,8,0,0,6,1.30769,1140,18.8462,4.65306,0.0,0.288462,0.583673
None,https://www.diariodobrasil.org/em-video-atriz-pede-para-defensores-de-lula-invadirem-o-trf-4/,tv_celebridades,12/01/2018,356,311,182,0,7,58,0,82,19,13,12,1,1,18,1.95652,1332,13.5217,4.28296,0.0,0.228571,0.585209
None,https://www.diariodobrasil.org/cortella-uma-nacao-nao-pode-admitir-que-um-presidente-tenha-uma-falta-de-educacao-dessa-natureza23/,politica,11/01/2018,144,122,91,0,0,28,0,26,5,12,6,0,0,19,2.44444,603,13.5556,4.94262,0.0,0.314815,0.745902
None,https://www.diariodobrasil.org/filho-de-peixe-em-foto-inedita-faustao-aparece-ao-lado-dos-filhos/,tv_celebridades,11/01/2018,147,119,85,0,0,14,0,43,9,5,3,0,0,5,2.15385,566,9.15385,4.7563,0.0,0.245614,0.714286
None,https://www.diariodobrasil.org/revista-veja-recebeu-r-460-milhoes-durante-gestoes-petistas/,tv_celebridades,12/01/2018,704,582,321,2,31,76,9,166,32,30,9,0,1,32,3.21053,2625,15.3158,4.51031,0.0103093,0.256198,0.551546
None,https://www.diariodobrasil.org/rapper-americana-ataca-o-brasil-anormais-de-3o-mundo-nao-sabia-que-favela-tinha-internet/,sociedade_cotidiano,12/01/2018,143,121,86,1,1,22,1,33,9,10,2,0,0,12,2.2,632,12.1,5.22314,0.0165289,0.345455,0.710744
None,https://www.diariodobrasil.org/cliente-pede-frango-e-leva-rato-frito-em-rede-de-fast-food/,sociedade_cotidiano,09/01/2018,338,292,180,0,4,57,2,73,11,18,5,3,0,29,2.55556,1333,16.2222,4.56507,0.00684932,0.223077,0.616438
None,https://www.diariodobrasil.org/jornalista-acusa-padre-reginaldo-manzotti-de-engravidar-moca-de-21-anos/,tv_celebridades,09/01/2018,130,119,81,0,2,19,1,37,2,5,1,0,0,3,1.57143,533,17.0,4.47899,0.0168067,0.125,0.680672
None,https://www.diariodobrasil.org/reporter-da-folha-ironiza-atuacao-de-sergio-moro-e-toma-lambada-antologica-de-jurista/,politica,09/01/2018,180,157,108,2,2,30,3,47,14,3,4,0,0,4,2.09091,811,14.2727,5.16561,0.0,0.220779,0.687898
None,https://www.diariodobrasil.org/malafaia-defende-bolsonaro-e-acaba-com-a-folha-sp-jornalismo-sujo-esquerdopatas-vao-elege-lo-no-1o-turno/,politica,09/01/2018,269,228,154,1,6,33,1,64,16,14,3,1,0,19,2.27778,1078,12.6667,4.72807,0.0,0.309278,0.675439
None,https://www.diariodobrasil.org/numero-de-seguidores-nas-redes-sociais-pode-definir-uma-eleicao-diz-historiador-de-harvard/,ciencia_tecnologia,09/01/2018,230,201,138,0,0,37,2,58,15,5,6,1,0,13,1.8125,1066,12.5625,5.30348,0.0149254,0.210526,0.686567
None,https://www.diariodobrasil.org/delegado-da-pf-denuncia-plano-de-falso-atentado-contra-lula-o-plano-esta-sendo-articulado-pelo-mst/,politica,08/01/2018,292,254,156,1,6,36,0,83,13,6,3,0,0,14,3.8,1257,25.4,4.94882,0.0,0.159664,0.614173
None,https://www.diariodobrasil.org/universidade-de-harvard-comprova-que-posse-de-armas-deixa-a-populacao-mais-segura/,sociedade_cotidiano,08/01/2018,332,284,185,1,2,54,0,75,22,15,4,0,0,17,2.18182,1382,12.9091,4.8662,0.0,0.286822,0.651408
None,https://www.diariodobrasil.org/guarda-suica-confirma-que-papa-francisco-da-umas-escapadinhas-do-vaticano-durante-as-noites/,religiao,08/01/2018,335,292,193,1,2,47,4,79,16,18,4,0,0,23,3.07143,1416,20.8571,4.84932,0.0,0.269841,0.660959
None,https://www.diariodobrasil.org/igreja-evangelica-vende-sabao-em-po-ungido-para-fieis-limpa-melhor-que-jesus/,sociedade_cotidiano,08/01/2018,187,157,109,0,4,28,2,51,7,3,5,0,0,9,2.72727,695,14.2727,4.42675,0.0,0.126582,0.694268
None,https://www.diariodobrasil.org/emocionante-jovem-de-27-anos-morre-de-cancer-e-deixa-licao-de-vida-divulgada-na-internet/,tv_celebridades,08/01/2018,21,16,14,0,0,3,0,5,2,0,0,0,0,0,1.66667,73,5.33333,4.5625,0.0,0.25,0.875
None,https://www.diariodobrasil.org/ex-musico-do-grupo-raca-negra-vive-nas-ruas-antes-eu-dormia-em-hotel-5-estrelas/,sociedade_cotidiano,08/01/2018,189,157,104,0,0,28,0,46,4,8,2,5,0,11,2.66667,668,13.0833,4.25478,0.0,0.162162,0.66242
None,https://www.diariodobrasil.org/homem-do-bau-vai-receber-homem-da-mala-em-programa-de-auditorio/,politica,08/01/2018,225,193,120,0,2,38,3,52,2,7,9,3,0,14,2.46154,887,14.8462,4.59585,0.0,0.1,0.621762
None,https://www.diariodobrasil.org/bruno-gagliasso-tira-selfie-com-sua-esposa-beijando-outro-homem-ao-fundo/,tv_celebridades,08/01/2018,133,114,87,0,0,18,0,36,6,7,0,0,0,9,2.71429,544,16.2857,4.77193,0.0263158,0.240741,0.763158
None,https://www.diariodobrasil.org/agnaldo-silva-diz-que-lula-nao-sabe-ler-e-internautas-petistas-o-acusam-de-analfabetofobia/,tv_celebridades,08/01/2018,210,178,125,0,1,41,1,42,6,12,3,0,0,10,3.55556,835,19.7778,4.69101,0.0,0.216867,0.702247
None,https://www.diariodobrasil.org/brasil-em-1960-e-o-esquadrao-da-morte-para-cada-policial-morto-dez-bandidos-morriam/,sociedade_cotidiano,08/01/2018,143,113,85,0,0,12,3,34,6,6,2,0,0,6,5.0,521,18.8333,4.61062,0.0,0.26087,0.752212
None,https://www.diariodobrasil.org/kim-jong-un-esta-muito-doente-e-pode-estar-planejando-ataque-biologico/,politica,08/01/2018,504,442,274,0,0,78,2,123,35,20,15,0,0,19,2.13793,2255,15.2414,5.10181,0.00678733,0.273632,0.61991
None,https://www.diariodobrasil.org/o-verdadeiro-motivo-da-demissao-de-waack-ele-criticou-os-governos-petistas-em-cadeia-nacional/,tv_celebridades,07/01/2018,232,197,139,0,3,33,1,51,11,12,4,1,0,14,2.33333,867,13.1333,4.40102,0.0101523,0.27381,0.705584
None,https://www.diariodobrasil.org/carta-do-povo-brasileiro-o-cidadao-esta-farto-de-sustentar-a-maquina-publica/,politica,06/01/2018,765,635,382,1,27,70,1,216,52,18,6,0,1,20,6.19048,3440,30.2381,5.41732,0.0,0.244755,0.601575
None,https://www.diariodobrasil.org/apos-20-anos-de-rede-globo-jornalista-demitido-abre-o-jogo-a-globo-nao-e-dona-do-brasil/,tv_celebridades,06/01/2018,191,161,96,0,0,23,2,52,4,7,1,0,0,10,3.75,701,20.125,4.35404,0.00621118,0.146667,0.596273
None,https://www.diariodobrasil.org/em-video-da-pf-ex-diretor-da-petrobras-conta-todos-os-podres-do-governo-e-diz-que-tem-medo-de-morrer/,politica,09/01/2018,77,68,56,0,2,12,1,22,2,2,1,0,0,2,2.25,327,17.0,4.80882,0.0,0.117647,0.823529
None,https://www.diariodobrasil.org/presidente-do-stf-cancela-visita-a-presidio-apos-suspeitas-de-explosivos-e-armas-no-local/,politica,08/01/2018,169,146,94,0,3,18,1,46,3,7,3,0,0,5,2.875,714,18.25,4.89041,0.0,0.15625,0.643836
None,https://www.diariodobrasil.org/padre-rebelde-vira-a-cara-para-donald-trump-durante-cerimonia-religiosa/,tv_celebridades,07/01/2018,214,182,115,0,2,30,3,47,12,14,3,0,0,16,2.13333,853,12.1333,4.68681,0.0,0.337662,0.631868
None,https://www.diariodobrasil.org/nova-arma-da-coreia-do-norte-poderia-matar-90-dos-americanos-em-1-ano-advertem-especialistas/,sociedade_cotidiano,08/01/2018,584,516,283,4,18,64,2,159,36,12,12,0,0,18,3.09091,2521,23.4545,4.88566,0.0135659,0.215247,0.54845
None,https://www.diariodobrasil.org/trump-sobre-lula-o-que-esperar-de-um-governante-que-nao-estudou/,politica,03/01/2018,163,133,82,2,0,23,2,34,4,6,3,1,0,19,2.14286,610,9.5,4.58647,0.0,0.175439,0.616541
None,https://www.diariodobrasil.org/dirceu-convoca-militancia-para-tocar-o-terror-nas-ruas-vamos-agir-com-furia-e-odio/,politica,04/01/2018,185,154,103,0,1,25,2,49,9,4,4,0,0,5,3.44444,723,17.1111,4.69481,0.0,0.175676,0.668831
None,https://www.diariodobrasil.org/suplente-de-nova-ministra-do-trabalho-e-ex-presidiario-acusado-de-exploracao-sexual-de-criancas01/,politica,04/01/2018,175,159,106,1,6,25,0,49,9,3,5,0,0,4,1.6,754,15.9,4.74214,0.0,0.162162,0.666667
None,https://www.diariodobrasil.org/perguntaram-para-trump-se-ele-iria-se-encontrar-com-temer-ele-respondeu-pra-que/,politica,06/01/2018,198,160,111,3,2,25,3,46,5,7,2,0,0,15,3.8,786,16.0,4.9125,0.0,0.169014,0.69375
None,https://www.diariodobrasil.org/pesquisa-mostra-que-46-da-populacao-brasileira-e-a-favor-da-pena-de-morte/,sociedade_cotidiano,08/01/2018,215,190,136,1,5,29,0,48,18,10,3,0,0,5,1.92308,972,14.6154,5.11579,0.00526316,0.363636,0.715789
None,https://www.diariodobrasil.org/campanha-presidencial-de-2006-video-mostra-lula-se-divertindo-no-sitio-que-nao-e-dele/,politica,08/01/2018,152,125,88,1,0,32,3,26,5,7,3,4,1,17,1.58824,534,7.35294,4.272,0.0,0.206897,0.704
None,https://www.diariodobrasil.org/consumo-de-sushi-tem-causado-graves-infeccoes-por-parasitas-em-todo-o-mundo19/,sociedade_cotidiano,04/01/2018,364,324,204,0,2,56,3,92,21,16,15,0,0,12,2.10526,1644,17.0526,5.07407,0.0216049,0.25,0.62963
None,https://www.diariodobrasil.org/nao-seja-massa-de-manobra-da-midia-sergio-moro-nao-ignorou-bolsonaro-em-aeroporto/,politica,04/01/2018,322,271,162,1,4,52,4,74,14,18,6,0,0,13,1.82143,1268,9.67857,4.67897,0.0,0.253968,0.597786
None,https://www.diariodobrasil.org/homem-vai-ao-banco-pagar-indenizacao-por-injuria-e-xinga-funcionario-de-macacoraca-desgracada/,sociedade_cotidiano,04/01/2018,45,38,35,0,1,5,0,13,2,1,0,0,0,0,1.75,167,9.5,4.39474,0.0,0.166667,0.921053
None,https://www.diariodobrasil.org/previsao-de-carlinhos-se-confirma-e-presidente-e-diagnosticado-com-nova-doenca/,tv_celebridades,01/01/2018,268,221,152,0,3,50,0,54,10,12,13,1,0,15,2.04348,1053,9.6087,4.76471,0.00452489,0.211538,0.687783
None,https://www.diariodobrasil.org/o-saudoso-marcelo-rezende-alertou-sao-pessoas-perversas-que-so-pensam-no-proprio-umbigo/,tv_celebridades,01/01/2018,78,65,52,1,0,16,3,18,3,2,5,0,0,8,3.25,361,16.25,5.55385,0.0,0.147059,0.8
None,https://www.diariodobrasil.org/russia-china-e-india-prometem-lutar-ao-lado-da-coreia-do-norte/,sociedade_cotidiano,01/01/2018,410,367,224,1,5,50,2,100,33,16,5,0,1,10,2.86667,1879,24.4667,5.11989,0.0027248,0.326667,0.610354
None,https://www.diariodobrasil.org/em-depoimento-ao-tse-joao-santana-diz-que-nome-de-temer-era-associado-ao-diabo/,politica,02/01/2018,231,184,120,0,6,36,2,54,6,11,4,1,0,14,2.04348,904,8.0,4.91304,0.0,0.188889,0.652174
None,https://www.diariodobrasil.org/o-chip-da-besta-onu-e-nova-ordem-mundial-querem-implantar-chips-nos-seres-humanos/,ciencia_tecnologia,02/01/2018,568,469,273,0,4,94,6,113,30,27,21,0,0,44,2.41463,2381,11.439,5.07676,0.00426439,0.275362,0.58209
None,https://www.diariodobrasil.org/coincidencia-3-ganhadores-da-mega-sena-da-virada-fizeram-apostas-na-mesma-loterica/,sociedade_cotidiano,02/01/2018,279,233,149,0,5,32,0,53,12,14,3,0,0,17,1.84,998,9.32,4.28326,0.0,0.305882,0.639485
None,https://www.diariodobrasil.org/teoria-diz-que-tancredo-foi-assassinado-e-gloria-maria-teria-presenciado-a-morte-do-politico/,politica,03/01/2018,606,524,287,0,6,91,2,150,28,29,21,0,0,18,3.15385,2572,20.1538,4.9084,0.0,0.236515,0.54771
None,https://www.diariodobrasil.org/lanchonete-raspa-latinhas-de-coca-cola-com-imagens-de-artistas-nao-acrescentam-nada/,sociedade_cotidiano,27/12/2017,253,207,139,0,1,40,0,62,7,16,4,0,0,17,3.28571,1056,14.7857,5.10145,0.00966184,0.22549,0.671498
None,https://www.diariodobrasil.org/nos-eua-tenente-da-policia-faz-coreografia-ao-som-de-beyonce-e-vira-astro-da-internet/,tv_celebridades,28/12/2017,98,86,67,0,2,11,1,31,3,4,0,0,0,1,2.0,392,14.3333,4.55814,0.0116279,0.166667,0.77907
None,https://www.diariodobrasil.org/sem-comida-e-papel-higienico-maduro-faz-demonstracao-do-poderio-militar/,sociedade_cotidiano,27/12/2017,153,135,98,0,1,19,0,39,10,6,3,0,0,5,2.25,646,16.875,4.78519,0.00740741,0.275862,0.725926
None,https://www.diariodobrasil.org/estaleiro-revela-que-pagou-suborno-de-r-24-bilhoes-para-a-petrobras-durante-governo-de-fhc/,politica,27/12/2017,198,171,105,0,10,17,0,58,5,3,1,0,0,4,1.92857,798,12.2143,4.66667,0.0,0.106667,0.614035
None,https://www.diariodobrasil.org/isolado-lula-vive-dias-de-depressao-e-ja-admite-a-hipotese-de-prisao/,politica,29/12/2017,224,196,132,0,3,40,2,51,10,14,11,0,0,12,1.33333,877,9.33333,4.47449,0.0,0.263736,0.673469
None,https://www.diariodobrasil.org/mendes-toma-novo-esculacho-de-barroso-ao-defender-michel-temer/,politica,19/12/2017,249,202,135,1,9,39,1,53,6,8,6,4,0,16,2.76471,928,11.8824,4.59406,0.0,0.152174,0.668317
None,https://www.diariodobrasil.org/ex-deputado-federal-causa-grave-acidente-e-apanha-de-populares-video-mostra-embriaguez/,sociedade_cotidiano,20/12/2017,327,291,184,1,1,51,0,96,6,7,5,1,0,20,2.4,1438,19.4,4.94158,0.0,0.0884354,0.632302
None,https://www.diariodobrasil.org/nao-foi-por-falta-de-aviso-em-2009-barbosa-alertou-gilmar-mendes-esta-destruindo-a-justica-do-pais/,politica,21/12/2017,157,123,73,0,0,17,2,38,1,6,4,4,0,15,1.88889,589,6.83333,4.78862,0.0,0.127273,0.593496
None,https://www.diariodobrasil.org/mr-catra-conta-que-teve-avc-e-ficou-cego-cheguei-no-hospital-em-estado-gravissimo/,tv_celebridades,22/12/2017,297,243,161,0,4,56,1,64,14,10,4,4,0,17,1.92857,1118,8.67857,4.60082,0.0,0.2,0.662551
None,https://www.diariodobrasil.org/bonner-interrompe-o-jn-e-ensina-telespectador-a-usar-o-celular-de-maneira-correta/,tv_celebridades,22/12/2017,189,166,108,0,2,34,1,46,12,3,2,0,0,4,2.55556,780,18.4444,4.6988,0.0060241,0.1875,0.650602
None,https://www.diariodobrasil.org/anonymous-brasil-promete-divulgar-documentos-que-provam-elo-entre-temer-rede-globo-e-jovem-pan/,tv_celebridades,25/12/2017,109,94,74,2,0,13,1,32,1,4,1,0,0,7,3.0,483,18.8,5.1383,0.0,0.111111,0.787234
None,https://www.diariodobrasil.org/declaracao-gordofobica-de-pablo-vittar-bomba-nas-redes-sociais/,tv_celebridades,26/12/2017,193,152,101,0,0,24,1,45,13,9,2,0,1,8,1.95238,716,7.2381,4.71053,0.0394737,0.318841,0.664474
None,https://www.diariodobrasil.org/revista-americana-publica-video-e-afirma-que-stevie-wonder-nao-e-cego/,tv_celebridades,27/12/2017,183,164,114,0,1,23,0,49,12,9,0,0,0,10,1.9,819,16.4,4.9939,0.00609756,0.291667,0.695122
None,https://www.diariodobrasil.org/lula-admite-que-sera-condenado-por-novos-crimes-a-pf-e-o-mp-inventam-mentiras/,politica,15/12/2017,214,180,123,0,3,31,1,45,5,5,5,3,0,16,11.3333,759,60.0,4.21667,0.0,0.131579,0.683333
None,https://www.diariodobrasil.org/vidente-destaca-reconciliacao-de-bonner-e-fatima-a-volta-e-certa-e-vai-acontecer-nao-vou-errar/,tv_celebridades,15/12/2017,264,218,129,0,3,54,0,47,21,18,8,1,1,13,2.3,1035,10.9,4.74771,0.0137615,0.386139,0.591743
None,https://www.diariodobrasil.org/em-brasilia-mulher-deixa-envelope-suspeito-para-dilma-nao-era-uma-bomba-era-pior/,politica,15/12/2017,170,149,112,1,2,29,2,38,8,6,5,0,0,8,1.90909,752,13.5455,5.04698,0.0,0.208955,0.751678
None,https://www.diariodobrasil.org/pastor-delata-lula-e-diz-que-ditador-assassino-doou-mais-de-r-100-milhoes-para-campanha/,politica,18/12/2017,207,184,124,1,2,27,1,48,10,5,5,0,0,8,2.09091,854,16.7273,4.6413,0.00543478,0.2,0.673913
None,https://www.diariodobrasil.org/michael-jackson-sabia-que-seria-assassinado-diz-irma-do-astro/,tv_celebridades,18/12/2017,199,161,122,0,4,36,1,36,10,9,6,2,0,11,2.71429,821,11.5,5.09938,0.0,0.263889,0.757764
None,https://www.diariodobrasil.org/aos-57-anos-astro-de-top-gun-recusa-tratamento-contra-o-cancer-por-ordem-da-cientologia/,tv_celebridades,19/12/2017,268,235,161,2,0,39,1,63,16,14,4,1,0,12,1.94118,1129,13.8235,4.80426,0.0,0.294118,0.685106
None,https://www.diariodobrasil.org/lula-nao-quer-ser-chamado-de-excelencia-vossa-excelencia-e-a-pqp/,politica,13/12/2017,122,97,67,0,4,21,3,22,1,5,3,0,2,9,3.125,414,12.125,4.26804,0.0,0.139535,0.690722
None,https://www.diariodobrasil.org/quando-o-escandalo-do-bndes-vier-a-tona-a-lava-jato-vai-parecer-coisa-de-trombadinhas/,politica,14/12/2017,282,241,162,0,5,43,7,71,8,18,7,0,0,20,3.15385,1126,18.5385,4.6722,0.00414938,0.22807,0.672199
None,https://www.diariodobrasil.org/imagem-que-apareceu-nas-nuvens-e-prenuncio-do-apocalipse-diz-jornal-britanico/,religiao,14/12/2017,241,205,145,0,0,44,1,49,13,11,6,0,2,16,2.57143,1036,14.6429,5.05366,0.0097561,0.258065,0.707317
None,https://www.diariodobrasil.org/assista-o-depoimento-desse-jovem-que-ficou-tetraplegico-e-saiba-porque-ele-apoia-bolsonaro/,tv_celebridades,14/12/2017,420,364,228,0,5,69,5,94,21,19,14,0,2,33,1.86667,1730,12.1333,4.75275,0.00274725,0.245399,0.626374
None,https://www.diariodobrasil.org/papa-francisco-nao-devemos-conversar-com-o-diabo-ele-e-mais-inteligente-do-que-nos/,religiao,14/12/2017,414,338,204,1,1,71,9,73,18,28,9,1,4,35,2.375,1591,10.5625,4.7071,0.0,0.319444,0.60355
None,https://www.diariodobrasil.org/acredite-se-quiser-deputado-cria-projeto-para-cobrar-imposto-sobre-o-vento/,politica,14/12/2017,193,161,111,2,3,26,4,50,9,5,2,0,0,10,2.90909,765,14.6364,4.75155,0.0,0.184211,0.689441
None,https://www.diariodobrasil.org/o-mapa-da-guerra-kim-jong-un-revela-seus-primeiros-4-alvos-nos-eua/,sociedade_cotidiano,14/12/2017,345,310,205,0,6,50,3,86,20,15,14,0,0,15,1.75,1543,15.5,4.97742,0.00322581,0.257353,0.66129
None,https://www.diariodobrasil.org/mendes-vai-aos-eua-e-diz-que-tse-pode-colocar-um-fim-nas-campanhas-de-lula-e-bolsonaro/,politica,11/12/2017,187,151,110,0,7,28,0,53,4,3,9,0,0,6,2.57143,762,10.7857,5.04636,0.00662252,0.0864198,0.728477
None,https://www.diariodobrasil.org/contracheque-de-lula-mostrando-aposentadoria-excepcional-de-anistiado-viraliza-na-web/,politica,12/12/2017,346,296,188,3,5,47,0,79,17,15,5,0,0,12,2.94118,1440,17.4118,4.86486,0.00337838,0.253968,0.635135
None,https://www.diariodobrasil.org/apos-reclamar-de-violao-desafinado-paula-fernandes-recebe-resposta-de-diretor-artistico/,tv_celebridades,12/12/2017,181,143,103,0,1,28,2,36,11,10,3,0,0,12,3.8,702,14.3,4.90909,0.0,0.328125,0.72028
None,https://www.diariodobrasil.org/xuxa-chama-motorista-de-taxi-de-fedido-e-redes-sociais-nao-perdoam/,tv_celebridades,12/12/2017,130,110,79,0,1,18,0,33,4,7,1,0,0,5,3.33333,473,18.3333,4.3,0.00909091,0.215686,0.718182
None,https://www.diariodobrasil.org/mais-perto-da-cadeia-tribunal-de-2a-instancia-marca-data-para-julgamento-de-lula/,politica,12/12/2017,168,148,102,0,5,21,2,49,10,7,7,0,0,3,1.53846,661,11.3846,4.46622,0.0,0.242857,0.689189
None,https://www.diariodobrasil.org/governo-queria-prender-general-que-defendeu-intervencao-militar/,politica,13/12/2017,319,263,168,0,9,43,2,82,11,11,7,1,1,12,2.15385,1288,10.1154,4.89734,0.0,0.176,0.638783
